"Gene"	"BaseGeneMean"	"OutlierFactor"	"GeneMean"	"BatchFacBatch1"	"BatchFacBatch2"	"DEFacGroup1"	"DEFacGroup2"
"Gene2645"	"Gene2645"	2.97928279042765	1	2.97928279042765	1.13183450738913	1.66291928137791	1	1
"Gene2648"	"Gene2648"	1.03081801387174	19.9070081761932	21.176031286505	0.604130077451971	0.708026492847627	1	1
"Gene2649"	"Gene2649"	10.2685337221745	1	10.2685337221745	0.555854641099194	0.429514628427261	1	1
"Gene2654"	"Gene2654"	3.25497417687602	123.971474262688	131.874352709632	1.02804016456802	0.262556204757096	1	1
"Gene2655"	"Gene2655"	5.11328286516843	1	5.11328286516843	0.557267012770547	1.93946760969501	1	0.952968348461389
"Gene2659"	"Gene2659"	3.93639480445629	1	3.93639480445629	1.23561807689678	2.08242450283359	1	1
"Gene2660"	"Gene2660"	4.9854018495665	1	4.9854018495665	1.00263722774324	0.6237823973851	1	1
"Gene2661"	"Gene2661"	4.85009192081483	1	4.85009192081483	0.91674433992436	0.882775701784012	1	1
"Gene2666"	"Gene2666"	3.02709470047798	1	3.02709470047798	1.89762411029615	2.12261599008844	1	1
"Gene2667"	"Gene2667"	4.45012116523063	1	4.45012116523063	0.956024518931031	2.6437970145289	1	1
"Gene2674"	"Gene2674"	3.04318585383635	1	3.04318585383635	0.458336830652711	1.22468750389463	1	1
"Gene2675"	"Gene2675"	2.95547492103627	1	2.95547492103627	2.06731368173737	1.09224940458573	1	1
"Gene2676"	"Gene2676"	2.96248325756636	1	2.96248325756636	1.63786620026429	0.671248275873424	1	0.714825268367815
"Gene2679"	"Gene2679"	1.51917541530873	1	1.51917541530873	1.07172544723691	2.33239465287322	1.25142863139681	1
"Gene2687"	"Gene2687"	8.30712396590478	1	8.30712396590478	2.01451554470542	0.562136118115249	1.11978332123829	1
"Gene2688"	"Gene2688"	3.0359553257452	1	3.0359553257452	1.25984917579488	0.897569645367803	1	1
"Gene2691"	"Gene2691"	3.86503994781638	1	3.86503994781638	1.48123882587148	1.07497758814215	1	1
"Gene2698"	"Gene2698"	8.66725946985422	1	8.66725946985422	2.05599772258382	2.08489830456737	1	1
"Gene2700"	"Gene2700"	2.16290930878357	1	2.16290930878357	1.32983730507468	1.47729284064899	1	1
"Gene2701"	"Gene2701"	4.40754788986872	1	4.40754788986872	1.90732916246676	0.891354202314312	1	0.824560542083876
"Gene2702"	"Gene2702"	4.16267588986648	1	4.16267588986648	0.99822746278898	1.62569823958612	1	1
"Gene2706"	"Gene2706"	4.20047373804656	1	4.20047373804656	0.795531754356323	2.47354472467722	1	1
"Gene2708"	"Gene2708"	4.7309312282022	1	4.7309312282022	1.44342340895579	0.576138715078738	1	1
"Gene2710"	"Gene2710"	4.52886710679262	1	4.52886710679262	0.812877716461839	0.361593725543882	1	1
"Gene2711"	"Gene2711"	1.81753860442276	56.4346003392943	60.0321681615359	1.01113792404459	0.623837699438863	1	1
"Gene2714"	"Gene2714"	3.65525480693982	1	3.65525480693982	0.526892046637131	1.67060736966101	1	1
"Gene2715"	"Gene2715"	1.67680216761443	1	1.67680216761443	0.968323511020122	1.380944856539	1	1
"Gene2716"	"Gene2716"	2.82382395431324	1	2.82382395431324	0.367954365590867	0.723117835056911	1	1
"Gene2717"	"Gene2717"	3.57531722997178	1	3.57531722997178	2.26716154596132	0.792206346582743	1	1
"Gene2718"	"Gene2718"	4.5501521973104	1	4.5501521973104	0.372125206357343	2.10716293600939	1	1
"Gene2721"	"Gene2721"	2.98589504517301	1	2.98589504517301	1.59216702578712	4.03478526046547	1	1
"Gene2723"	"Gene2723"	2.38580956232489	1	2.38580956232489	3.38547771796106	1.27852248129598	1	1
"Gene2727"	"Gene2727"	1.25294174753752	1	1.25294174753752	0.77949238187202	1.81996122334043	1	1
"Gene2729"	"Gene2729"	3.65865589629924	1	3.65865589629924	0.69070851600857	1.55005603365299	1	1
"Gene2733"	"Gene2733"	14.1379268097108	1	14.1379268097108	0.903319963104755	0.328262710876437	1	1
"Gene2734"	"Gene2734"	1.21144647997194	1	1.21144647997194	1.01885390718682	1.27611553450229	1.61665413757574	1
"Gene2736"	"Gene2736"	4.89412583418464	1	4.89412583418464	0.360047451926122	0.457624753069792	1	1
"Gene2737"	"Gene2737"	2.62803867042536	45.6119794999795	48.5196316986541	0.786983818615103	1.10762387301617	1	1
"Gene2743"	"Gene2743"	5.46563905761575	1	5.46563905761575	1.77357239176225	1.53261796366313	1	0.606581957465889
"Gene2744"	"Gene2744"	2.06484629075229	1	2.06484629075229	1.28577657115004	2.08978823303628	1	1
"Gene2745"	"Gene2745"	9.10168849518829	65.7224217929845	69.912065529641	1.35408818364363	1.13794494395472	1	1
"Gene2749"	"Gene2749"	2.9077221044195	1	2.9077221044195	3.4125479874718	1.19052063697631	1	1.07053791614936
"Gene2754"	"Gene2754"	4.3793815181748	1	4.3793815181748	2.84667203851441	1.05987368758217	1	1
"Gene2758"	"Gene2758"	12.7066481797554	1	12.7066481797554	1.34987905852155	1.37885149617199	1	1
"Gene2761"	"Gene2761"	6.23324689892909	1	6.23324689892909	0.927694059135942	0.93725139165175	1	1
"Gene2762"	"Gene2762"	1.95658117185296	1	1.95658117185296	1.52786818375905	1.91068669554414	1	1.7046587817708
"Gene2763"	"Gene2763"	16.0653392232078	1	16.0653392232078	0.378196491374066	0.620872442666719	1	1
"Gene2767"	"Gene2767"	2.33154826278019	1	2.33154826278019	0.627992592538955	0.96003595051347	1	1
"Gene2771"	"Gene2771"	4.40184878153775	1	4.40184878153775	0.599961333747655	0.659339245831329	0.726853958379788	1
"Gene2772"	"Gene2772"	1.67891435448408	1	1.67891435448408	1.00496855144194	1.08233790577081	1	1
"Gene2774"	"Gene2774"	3.15921486868021	1	3.15921486868021	1.30622845579483	1.32591685218591	0.999498140049742	1
"Gene2776"	"Gene2776"	7.43369442607967	1	7.43369442607967	1.76459754144357	2.13027648616285	1	1
"Gene2777"	"Gene2777"	4.94235474610138	1	4.94235474610138	0.56128707395954	1.20941973268049	1	1
"Gene2779"	"Gene2779"	0.564163759507912	1	0.564163759507912	1.40254049086563	2.57919868135902	1	1
"Gene2780"	"Gene2780"	6.5262551789406	1	6.5262551789406	0.524642094841138	1.35257624666827	1	1.13180163662917
"Gene2784"	"Gene2784"	4.26818443434246	1	4.26818443434246	2.19835198117124	0.82102626419861	1	1.21917743913765
"Gene2785"	"Gene2785"	7.13627727211288	1	7.13627727211288	0.819253971650023	0.829144838457308	1.03430377320282	1
"Gene2789"	"Gene2789"	6.73490801342965	38.9549174917686	41.438198260019	0.853753455370756	2.8297679086175	1.25055121526457	1
"Gene2790"	"Gene2790"	3.68679121382181	1	3.68679121382181	0.692883670612161	0.526299216268513	1	1
"Gene2791"	"Gene2791"	5.14642295365723	1	5.14642295365723	0.753165442299872	0.784583670138976	1	1
"Gene2792"	"Gene2792"	3.23069140806814	1	3.23069140806814	1.0801646563124	0.540972938140145	1	1
"Gene2793"	"Gene2793"	3.96096850344605	1	3.96096850344605	1.96826763179391	1.2177760827947	1	1
"Gene2794"	"Gene2794"	8.56878682949178	1	8.56878682949178	0.260594831338789	1.04113722766193	1	1
"Gene2797"	"Gene2797"	1.89721578191998	1	1.89721578191998	1.06429761700599	1.78549025320706	1.03431868891123	1
"Gene2798"	"Gene2798"	3.86753025026205	1	3.86753025026205	0.42563932565318	0.499784172528627	1	1
"Gene2799"	"Gene2799"	3.86724273422953	1	3.86724273422953	1.33679290262957	2.45239234548108	1	1
"Gene2800"	"Gene2800"	2.06038732957389	1	2.06038732957389	0.867499792202633	1.03454960259891	1	1.20837564222183
"Gene2802"	"Gene2802"	6.07419424616349	1	6.07419424616349	0.930240684372779	0.908025276244121	1	1
"Gene2804"	"Gene2804"	4.675626955468	1	4.675626955468	0.455300124931717	1.41979952240651	1	1
"Gene2805"	"Gene2805"	5.05847709390897	1	5.05847709390897	0.97604097509264	0.824009925933147	0.900605592397863	1
"Gene2806"	"Gene2806"	3.04191032443616	1	3.04191032443616	1.27479996845081	1.01758149062504	0.856949673000708	1
"Gene2808"	"Gene2808"	4.76806689523156	1	4.76806689523156	0.818658537808248	0.832093894425736	1	1
"Gene2810"	"Gene2810"	3.50318830012857	1	3.50318830012857	1.58970617439823	1.39634083300484	1	1
"Gene2812"	"Gene2812"	1.76406917972802	1	1.76406917972802	1.12402806920342	1.62324535032301	1	1
"Gene2818"	"Gene2818"	1.09560122258381	1	1.09560122258381	2.43023219055217	1.2236722331863	1	1
"Gene2822"	"Gene2822"	3.02697786369038	1	3.02697786369038	0.547163253190442	1.10260854489573	1	1
"Gene2824"	"Gene2824"	5.787703566424	1	5.787703566424	0.634946691487769	1.40895882582033	1.43688929830118	1
"Gene2826"	"Gene2826"	4.37920740926615	1	4.37920740926615	0.587932414326893	2.45462390250313	1	1
"Gene2829"	"Gene2829"	3.89764767584222	1	3.89764767584222	0.377867198178236	1.55698454810164	1	1
"Gene2831"	"Gene2831"	2.74131932289279	1	2.74131932289279	0.692979392701291	1.3599754175898	1	1
"Gene2832"	"Gene2832"	7.13506279654439	1	7.13506279654439	0.727494626475747	0.664807205381107	1	1
"Gene2833"	"Gene2833"	5.31001429154168	1	5.31001429154168	0.878989165736211	2.17592192457882	1	1
"Gene2835"	"Gene2835"	4.09670799847062	1	4.09670799847062	0.528939304945333	0.600649530580261	1	1
"Gene2836"	"Gene2836"	1.51193056058796	1	1.51193056058796	2.83417467929711	1.04117626903846	1	1
"Gene2841"	"Gene2841"	2.26034129053317	1	2.26034129053317	0.639524869135548	0.680855204905525	1.20571170673328	1
"Gene2843"	"Gene2843"	6.63610581081101	1	6.63610581081101	1.33768990334765	1.31921849386768	1	1
"Gene2844"	"Gene2844"	9.18366426437817	1	9.18366426437817	1.48127901943967	1.09621965275043	1	1
"Gene2846"	"Gene2846"	3.71480563926117	1	3.71480563926117	0.502320916438312	0.781164012545521	1	1
"Gene2849"	"Gene2849"	3.28099667926919	1	3.28099667926919	0.722022515182832	0.699681238989237	1	0.811153816426561
"Gene2850"	"Gene2850"	3.80269871049462	1	3.80269871049462	1.96238153566554	0.938546273571338	1	1
"Gene2853"	"Gene2853"	3.47471068466386	1	3.47471068466386	1.90688385990407	0.562864958504382	1	1.1208977858266
"Gene2855"	"Gene2855"	2.7605648094203	83.9057343605419	89.2545198258811	1.80144661558896	0.510583155853357	1	1
"Gene2857"	"Gene2857"	0.159394860771015	87.3132739547287	92.8792817397681	1.12965418829611	1.0444278239786	1	1
"Gene2858"	"Gene2858"	7.08069336824025	1	7.08069336824025	1.03691960084537	0.762591186760308	1	1
"Gene2862"	"Gene2862"	2.4069142474733	1	2.4069142474733	1.27577186547227	0.576494971206924	1	1
"Gene2863"	"Gene2863"	5.43998832951783	1	5.43998832951783	1.72965578690696	0.867537400930986	1	1
"Gene2867"	"Gene2867"	2.23376431019743	1	2.23376431019743	2.70172956449114	1.05379612401444	1	1
"Gene2874"	"Gene2874"	7.33798262275205	1	7.33798262275205	0.559066943399227	1.93619207143024	1	1
"Gene2875"	"Gene2875"	4.96936237132593	1	4.96936237132593	1.40084084144768	1.26386248166278	1	1
"Gene2879"	"Gene2879"	2.09929905154602	61.7826815263516	65.7211764513568	0.366272411630529	0.861005695489279	1	1
"Gene2880"	"Gene2880"	6.99640095086313	1	6.99640095086313	1.22760484912304	0.96997600439717	1	1
"Gene2882"	"Gene2882"	2.13293564732494	1	2.13293564732494	0.937480541505918	1.9942846419147	1	1
"Gene2883"	"Gene2883"	1.32775989279791	1	1.32775989279791	1.02067682039495	1.96101268856552	1	1
"Gene2886"	"Gene2886"	0.449680553779006	37.4893827768197	39.8792392893621	1.19902337347571	1.06175876079692	1.08462800840417	1
"Gene2888"	"Gene2888"	6.57933456358584	1	6.57933456358584	0.733228450942791	0.816865374481409	1	0.918422279051079
"Gene2889"	"Gene2889"	18.769412099868	1	18.769412099868	1.85686718402194	1.11408579450743	0.609979156531465	1
"Gene2890"	"Gene2890"	4.65536307857192	1	4.65536307857192	0.386548694706783	1.27059315003134	1	1
"Gene2891"	"Gene2891"	6.05009563249421	1	6.05009563249421	0.583598864622944	0.535055573268934	1	1
"Gene2893"	"Gene2893"	2.58422640994833	1	2.58422640994833	1.37767980141029	1.81271805811338	1	1
"Gene2896"	"Gene2896"	2.43383769215681	1	2.43383769215681	1.76906796450122	1.3619080302082	1	1
"Gene2897"	"Gene2897"	0.24919413923818	58.2440229535092	61.9569370444335	2.08030893389042	3.11322680670906	1.04495842815758	1.07011729158742
"Gene2898"	"Gene2898"	5.46301735369558	1	5.46301735369558	0.317866000501107	1.82835517327176	1	1
"Gene2899"	"Gene2899"	1.68417668305826	1	1.68417668305826	1.53775789608677	1.18611434504501	1	1
"Gene2902"	"Gene2902"	4.33119549980545	1	4.33119549980545	1.84793044566402	0.9269702824474	1	1
"Gene2903"	"Gene2903"	4.49687434271852	1	4.49687434271852	1.67998610619381	0.627125171668203	1	1
"Gene2905"	"Gene2905"	2.02766939670886	1	2.02766939670886	1.80605114840985	1.11285750661572	1	1
"Gene2910"	"Gene2910"	5.54728836370225	1	5.54728836370225	2.03577691011712	1.05691588807554	1	1
"Gene2912"	"Gene2912"	4.84001768434652	1	4.84001768434652	0.336264075128688	0.442124966259305	1	1
"Gene2914"	"Gene2914"	11.9791333683665	1	11.9791333683665	0.639849665868948	0.719990229939395	1	1
"Gene2916"	"Gene2916"	4.90894538616135	1	4.90894538616135	1.6193038867256	1.70192686267037	1	1
"Gene2918"	"Gene2918"	1.07990764704394	27.9270840928496	29.7073674384821	0.903849972661975	1.84046651387092	1	1
"Gene2921"	"Gene2921"	8.10687020065215	1	8.10687020065215	1.31789114171352	1.10047189231287	1	1
"Gene2922"	"Gene2922"	4.29126395647261	1	4.29126395647261	0.742611430089793	0.518603655981714	1	1
"Gene2923"	"Gene2923"	4.05118131270693	1	4.05118131270693	1.13790942271704	1.94255858731081	1.10328531562792	1
"Gene2927"	"Gene2927"	3.72388428954937	1	3.72388428954937	0.628453746887403	0.997940773822029	1	0.956796772264126
"Gene2928"	"Gene2928"	4.99739535465298	1	4.99739535465298	1.20283134881141	0.520238582386458	1	1
"Gene2935"	"Gene2935"	4.95902480468441	1	4.95902480468441	0.530823627491213	0.744992605187815	1	1
"Gene2937"	"Gene2937"	4.8647820296707	1	4.8647820296707	0.379540985956842	0.655644192871699	1	1
"Gene2938"	"Gene2938"	1.1724407213209	1	1.1724407213209	2.05001438540961	1.88163781183091	1	1
"Gene2939"	"Gene2939"	4.17323737998395	1	4.17323737998395	1.33024289660775	1.32840443828769	1	1
"Gene2940"	"Gene2940"	1.72393027623043	1	1.72393027623043	1.73663037067079	1.37192884519148	1	1.34287560196921
"Gene2942"	"Gene2942"	5.24792514455109	1	5.24792514455109	0.621666751493137	0.571003673077637	1	1
"Gene2945"	"Gene2945"	1.47725434874617	1	1.47725434874617	1.22662804974969	1.23635099231329	1	1
"Gene2947"	"Gene2947"	2.3373593957567	1	2.3373593957567	0.701022844711427	1.11910945863734	1	1
"Gene2949"	"Gene2949"	4.67897402864683	1	4.67897402864683	0.662193521629692	1.93273131857656	1	1
"Gene2950"	"Gene2950"	1.94478288612854	37.9194676758771	40.3367410494299	0.492920360706926	1.10611370893641	1	1
"Gene2954"	"Gene2954"	7.01266002982028	1	7.01266002982028	0.975665568127267	0.526476033489536	1	1
"Gene2957"	"Gene2957"	1.37670543142635	55.1660826536127	58.6827855741714	1.7088505360755	0.848915581131508	1	1
"Gene2961"	"Gene2961"	2.38130504816572	1	2.38130504816572	1.69774135129231	0.595551367579427	1	1
"Gene2963"	"Gene2963"	4.1272501421621	1	4.1272501421621	1.07829405908305	0.344401228507426	1	1
"Gene2965"	"Gene2965"	6.09125308921714	1	6.09125308921714	0.820872911339063	0.952244468013769	1	1
"Gene2978"	"Gene2978"	10.352879790323	1	10.352879790323	0.934034915348154	0.54845274392827	1	1
"Gene2979"	"Gene2979"	0.512928645080438	41.5279603841811	44.1752663472471	0.732276089223608	1.06563460413628	1	1
"Gene2982"	"Gene2982"	1.50330309995283	1	1.50330309995283	1.30140348105734	2.25448626383319	1	1
"Gene2983"	"Gene2983"	3.24268879241234	1	3.24268879241234	1.70057582805353	1.94411251319716	1	1
"Gene2985"	"Gene2985"	6.89261725227442	1	6.89261725227442	1.43159935034838	0.676575980410584	1	1
"Gene2987"	"Gene2987"	0.819712158803142	1	0.819712158803142	1.94899995643523	1.42493176347761	1.17675551735395	1
"Gene2989"	"Gene2989"	1.72722985050277	1	1.72722985050277	0.928668738584506	1.54244515253753	1	1
"Gene2990"	"Gene2990"	3.55961628734617	1	3.55961628734617	2.44447790626331	2.5823727554446	1	1.09358854527637
"Gene2991"	"Gene2991"	2.02826566887591	1	2.02826566887591	1.33451833844567	0.845319482134857	1	1.29298953948871
"Gene2996"	"Gene2996"	2.73707369387536	1	2.73707369387536	1.01244606290182	1.09070671336879	1	1
"Gene2997"	"Gene2997"	6.74268915998021	1	6.74268915998021	1.25364294017972	0.730625558316065	1	1
"Gene2999"	"Gene2999"	1.59537641261535	1	1.59537641261535	1.00198005202824	0.918239093616646	1.01798573053495	1.07547085507147
"Gene3000"	"Gene3000"	6.84459118755777	1	6.84459118755777	0.485177389595752	0.703363047914962	1	1
"Gene3001"	"Gene3001"	1.43574091150295	1	1.43574091150295	2.91658757780252	1.23604056582268	1	1
"Gene3004"	"Gene3004"	2.80281691567375	1	2.80281691567375	2.28278752376176	1.0024667113337	1	1
"Gene3005"	"Gene3005"	2.21144112578762	1	2.21144112578762	1.41763098405519	1.37330158980675	1	1
"Gene3014"	"Gene3014"	5.61591710186961	1	5.61591710186961	0.913237150288036	2.36665091582013	1	1
"Gene3017"	"Gene3017"	6.08884457122345	1	6.08884457122345	2.18732808104762	1.27954311802777	1	1
"Gene3018"	"Gene3018"	2.32599909660728	1	2.32599909660728	1.04402004173471	1.33518086722532	1	1
"Gene3019"	"Gene3019"	2.09427741473986	1	2.09427741473986	1.20581457776445	1.60746418320132	1	1
"Gene3025"	"Gene3025"	3.25502773053226	1	3.25502773053226	0.481586745308222	1.04472306256678	1	1
"Gene3028"	"Gene3028"	6.69109520372879	1	6.69109520372879	0.545294508303156	0.427220477994604	1	1
"Gene3029"	"Gene3029"	5.76797433670581	1	5.76797433670581	1.22840283539226	0.73531262394572	1	1
"Gene3030"	"Gene3030"	0.0324899074936746	139.094857992412	147.961815184352	0.864708584840362	0.727077291360073	1	0.759081540097102
"Gene3031"	"Gene3031"	8.3252708770493	1	8.3252708770493	0.587146118533304	1.01950809672792	1	1.55284114212949
"Gene3036"	"Gene3036"	1.76580560644604	1	1.76580560644604	2.31159697075523	2.14707568051293	1	1
"Gene3042"	"Gene3042"	8.85325968643268	1	8.85325968643268	1.47702987637671	0.936655333914365	0.783560514802282	1
"Gene3045"	"Gene3045"	2.67802157904604	1	2.67802157904604	2.70034097395872	0.989806051611223	1	1
"Gene3046"	"Gene3046"	5.65244047250153	1	5.65244047250153	0.660553849829301	1.02558434132459	1	1
"Gene3048"	"Gene3048"	1.94745960854172	1	1.94745960854172	1.2894921597529	1.33732755743528	1	1
"Gene3049"	"Gene3049"	8.52416466418609	1	8.52416466418609	1.03754491209951	2.77799184582031	1	1
"Gene3050"	"Gene3050"	1.70977521115945	1	1.70977521115945	1.44198228566581	2.11487283457916	1	1
"Gene3051"	"Gene3051"	8.93339880806409	1	8.93339880806409	0.862864519312157	2.35646296956112	1	1
"Gene3053"	"Gene3053"	4.90707383134559	1	4.90707383134559	0.774275071809053	0.502481139097953	1	1
"Gene3054"	"Gene3054"	2.42322273645384	1	2.42322273645384	0.477488389269958	2.1419013361884	1	1
"Gene3057"	"Gene3057"	4.92910220040636	1	4.92910220040636	0.55283243756857	0.676416184844587	1	1
"Gene3058"	"Gene3058"	2.93968854502297	66.9977975324035	71.2687433549047	1.88044734023282	1.19543684184911	1	1
"Gene3059"	"Gene3059"	5.74425520637724	1	5.74425520637724	1.33580581565406	1.68204283527501	1	1
"Gene3060"	"Gene3060"	4.90037641511741	1	4.90037641511741	0.635653794945429	1.19216124109255	1	1
"Gene3061"	"Gene3061"	10.106445282799	1	10.106445282799	1.03236664352825	0.454435489646533	1	1
"Gene3062"	"Gene3062"	2.33421081307151	1	2.33421081307151	1.81691195023494	2.27248690707817	1	1
"Gene3063"	"Gene3063"	6.93024402445377	1	6.93024402445377	1.75802471315276	1.40508767438273	1.2570312323774	0.641760219965639
"Gene3066"	"Gene3066"	1.0369895662055	1	1.0369895662055	1.12170917522368	1.82614296533606	1	1
"Gene3075"	"Gene3075"	3.04652160951222	1	3.04652160951222	0.482977267225257	1.04398903625365	1	1
"Gene3076"	"Gene3076"	2.17116141315641	1	2.17116141315641	1.20430457746758	0.871317084392224	1	1
"Gene3078"	"Gene3078"	2.04674057434655	1	2.04674057434655	2.06389163871559	1.00005634052182	1	1
"Gene3082"	"Gene3082"	11.4337819590297	1	11.4337819590297	1.3231590562456	0.743145621293113	0.989869326174882	1
"Gene3083"	"Gene3083"	8.99874680573199	1	8.99874680573199	2.584025313585	0.455683552754419	1	1
"Gene3087"	"Gene3087"	1.70900034659577	1	1.70900034659577	0.794582351755535	0.956206378302568	1	1
"Gene3088"	"Gene3088"	5.96071460707619	1	5.96071460707619	0.51106377670571	1.15358748609007	1	1
"Gene3090"	"Gene3090"	1.00796566366601	1	1.00796566366601	1.14034959291277	1.39172192320382	1	1
"Gene3091"	"Gene3091"	13.9506995814825	1	13.9506995814825	0.686035925185115	0.484047282806207	1	1
"Gene3093"	"Gene3093"	6.82231862018085	1	6.82231862018085	0.58111241155943	1.07021732400182	1	1
"Gene3095"	"Gene3095"	3.45382165590764	1	3.45382165590764	0.839827262420773	1.22653064492486	1	1
"Gene3098"	"Gene3098"	8.01972245918391	1	8.01972245918391	1.03531218650938	0.806095346264052	1	1
"Gene3099"	"Gene3099"	4.51007675170921	1	4.51007675170921	1.10181030184553	1.09897498676204	1	1
"Gene3101"	"Gene3101"	3.97164334328949	1	3.97164334328949	0.928202521962429	0.338268069207999	1	1
"Gene3103"	"Gene3103"	9.78815220045532	1	9.78815220045532	0.685557406952385	0.33058708791075	1	0.502757949781631
"Gene3105"	"Gene3105"	2.16217495416749	1	2.16217495416749	1.27586056649142	0.945585230172832	1.62634440338304	1.40418768879285
"Gene3110"	"Gene3110"	1.62548095624885	110.615963226236	117.667460490972	0.821305790073099	0.864519107542972	1	1
"Gene3114"	"Gene3114"	8.20934314258299	48.5541114399382	51.6493173580039	1.78946099532461	0.661901002662639	1	1
"Gene3118"	"Gene3118"	8.24886261974781	1	8.24886261974781	1.26290212281494	0.992071551402818	1	1
"Gene3122"	"Gene3122"	4.00253825705178	1	4.00253825705178	0.752219535468708	0.852839607861577	1	1
"Gene3125"	"Gene3125"	5.51415010166881	1	5.51415010166881	1.47820855446893	0.851114552391062	1	1
"Gene3128"	"Gene3128"	0.347133710633147	50.0536373771344	53.2444344082379	0.892009231789778	1.75909083380522	1	1
"Gene3129"	"Gene3129"	0.910328309203205	1	0.910328309203205	2.31439993376337	3.87101159190422	1	1
"Gene3134"	"Gene3134"	0.026004134057707	49.4226980148741	52.5732742039089	0.43559535778336	0.897139019897407	1	1
"Gene3135"	"Gene3135"	0.769364717358772	1	0.769364717358772	1.6099930278233	1.97011956853104	1	1
"Gene3136"	"Gene3136"	3.40285974052236	1	3.40285974052236	0.652347753809759	0.894289545968064	1	1
"Gene3138"	"Gene3138"	2.18334201680604	1	2.18334201680604	1.58792278116347	1.08832409434589	1	1
"Gene3142"	"Gene3142"	4.93396588942715	1	4.93396588942715	0.455694191451193	1.00650774843489	1	1
"Gene3143"	"Gene3143"	7.16008005654801	1	7.16008005654801	0.703338152546455	1.06113935465182	1	0.959331700989858
"Gene3144"	"Gene3144"	5.97006623625133	1	5.97006623625133	0.773969046618309	2.14009054478288	1	1
"Gene3145"	"Gene3145"	13.8926912897743	1	13.8926912897743	0.514471281664275	1.925107548414	1	1
"Gene3148"	"Gene3148"	1.59812125509431	1	1.59812125509431	0.829181680462278	1.0546381310166	1	1
"Gene3149"	"Gene3149"	3.92999654620203	1	3.92999654620203	2.00096974219265	1.33391289020102	1	1
"Gene3151"	"Gene3151"	1.27803483173844	1	1.27803483173844	1.53296737201273	1.94041099466176	1	1
"Gene3155"	"Gene3155"	5.60410295433724	1	5.60410295433724	1.28585341789794	1.71366400223684	1	1
"Gene3159"	"Gene3159"	1.50745953580145	1	1.50745953580145	1.1861226913464	1.04861989835582	1	0.990044055991156
"Gene3160"	"Gene3160"	6.32804920059881	1	6.32804920059881	1.47604247923833	0.629698357119918	1	1
"Gene3163"	"Gene3163"	1.802465904269	1	1.802465904269	1.086840185727	2.09438701533465	1	1
"Gene3166"	"Gene3166"	2.97777238223399	1	2.97777238223399	0.457902379009925	0.761894446926801	1	1
"Gene3167"	"Gene3167"	6.88911519580275	1	6.88911519580275	1.91780606615058	1.74208426685647	1	1
"Gene3169"	"Gene3169"	2.6449593919443	1	2.6449593919443	1.15156263818066	1.76294965959802	1	1
"Gene3170"	"Gene3170"	4.58727660360179	1	4.58727660360179	0.609337696799813	3.04528237916554	1	1
"Gene3173"	"Gene3173"	2.92701186728032	1	2.92701186728032	1.98774617427564	1.17570670873439	1	1.49376833381543
"Gene3176"	"Gene3176"	18.5317687549491	1	18.5317687549491	1.34094102119279	0.999204134375766	1	1
"Gene3178"	"Gene3178"	2.26806320165501	1	2.26806320165501	1.30778983703968	1.72129432135552	1	1
"Gene3179"	"Gene3179"	0.935467460580379	43.4132403193768	46.1807282699114	1.17549869843894	2.22091251211851	1	1
"Gene3182"	"Gene3182"	3.56973572597061	1	3.56973572597061	0.633478392104431	1.41822990799094	1	1
"Gene3185"	"Gene3185"	6.50888479195802	1	6.50888479195802	2.41664552051007	0.715376107498074	1	1
"Gene3193"	"Gene3193"	5.88525767637277	60.4796043938682	64.3350313369344	2.00017961324894	0.513231045629918	1	1
"Gene3194"	"Gene3194"	2.57602386098085	1	2.57602386098085	0.782518129428587	0.788021269163307	1	1
"Gene3195"	"Gene3195"	5.8053724586986	1	5.8053724586986	0.378110540133603	0.824058320108394	1.40629062612341	1
"Gene3197"	"Gene3197"	0.146838395292636	75.2104948735722	80.0049800763608	0.364965479898371	1.81549349128437	1	1
"Gene3199"	"Gene3199"	2.65844634843851	1	2.65844634843851	0.786433233206631	1.70527980284907	1	1
"Gene3203"	"Gene3203"	2.54870683556429	1	2.54870683556429	1.05184969828874	1.19342634597781	1.05021033732863	1
"Gene3204"	"Gene3204"	7.54899943590955	1	7.54899943590955	0.863408123524531	0.261935659940614	1	1
"Gene3205"	"Gene3205"	4.85023811869022	1	4.85023811869022	0.541632305660834	0.702479376710023	1	1
"Gene3206"	"Gene3206"	3.29504441790281	1	3.29504441790281	0.802787017452733	0.459876418128282	1	1
"Gene3208"	"Gene3208"	11.6849645808171	1	11.6849645808171	0.343738613468518	2.77710389532603	1	1
"Gene3211"	"Gene3211"	0.242106485528508	39.0376719405238	41.5262281025964	0.542834593880946	3.01935805333923	1	1
"Gene3215"	"Gene3215"	2.89753591716258	1	2.89753591716258	0.621517715484755	1.00533382494068	1	1
"Gene3216"	"Gene3216"	5.97954470609916	1	5.97954470609916	0.56377433175403	0.603838306797151	1	1.06894910490936
"Gene3217"	"Gene3217"	1.68168388924318	1	1.68168388924318	1.75802901567095	0.959206990023573	1	1
"Gene3222"	"Gene3222"	1.47008200871742	1	1.47008200871742	0.826981181513228	1.61876043299615	1.06869190204485	1
"Gene3225"	"Gene3225"	3.68640274802761	1	3.68640274802761	0.983237227165141	0.39938753116515	1	1
"Gene3227"	"Gene3227"	1.00474667289707	1	1.00474667289707	5.71600508793397	2.02254193861396	1	1
